datetime,close
2019-06-21,1.026
2019-06-28,1.0276
2019-06-30,1.0276
2019-07-05,1.0364
2019-07-08,1.0289
2019-07-12,1.032
2019-07-15,1.0413
2019-07-16,1.0399
2019-07-17,1.0405
2019-07-18,1.0241
2019-07-19,1.035
2019-07-22,1.0203
2019-07-23,1.0303
2019-07-24,1.0394
2019-07-25,1.0454
2019-07-26,1.0449
2019-07-29,1.0445
2019-07-30,1.054
2019-07-31,1.048
2019-08-01,1.0487
2019-08-02,1.0408
2019-08-05,1.0264
2019-08-06,1.0162
2019-08-07,1.0132
2019-08-08,1.035
2019-08-09,1.0241
2019-08-12,1.0425
2019-08-13,1.0336
2019-08-14,1.0446
2019-08-15,1.0496
2019-08-16,1.0645
2019-08-19,1.0933
2019-08-20,1.0877
2019-08-21,1.0848
2019-08-22,1.09
2019-08-23,1.0971
2019-08-26,1.0921
2019-08-27,1.1088
2019-08-28,1.1071
2019-08-29,1.1066
2019-08-30,1.1081
2019-09-02,1.1399
2019-09-03,1.1441
2019-09-04,1.1474
2019-09-05,1.1562
2019-09-06,1.1575
2019-09-09,1.1791
2019-09-10,1.1753
2019-09-11,1.162
2019-09-12,1.1605
2019-09-16,1.1601
2019-09-17,1.1411
2019-09-18,1.1418
2019-09-19,1.1602
2019-09-20,1.1622
2019-09-23,1.1425
2019-09-24,1.1535
2019-09-25,1.1432
2019-09-26,1.107
2019-09-27,1.1232
2019-09-30,1.1145
2019-10-08,1.1096
2019-10-09,1.1126
2019-10-10,1.1504
2019-10-11,1.1505
2019-10-14,1.155
2019-10-15,1.1494
2019-10-16,1.1488
2019-10-17,1.1504
2019-10-18,1.1432
2019-10-21,1.1386
2019-10-22,1.1534
2019-10-23,1.1393
2019-10-24,1.1402
2019-10-25,1.1578
2019-10-28,1.1755
2019-10-29,1.1672
2019-10-30,1.1706
2019-10-31,1.1646
2019-11-01,1.1754
2019-11-04,1.1859
2019-11-05,1.1992
2019-11-06,1.1906
2019-11-07,1.198
2019-11-08,1.195
2019-11-11,1.1728
2019-11-12,1.1741
2019-11-13,1.191
2019-11-14,1.1965
2019-11-15,1.1829
2019-11-18,1.1871
2019-11-19,1.2162
2019-11-20,1.2106
2019-11-21,1.2029
2019-11-22,1.1732
2019-11-25,1.158
2019-11-26,1.1762
2019-11-27,1.1689
2019-11-28,1.1698
2019-11-29,1.1578
2019-12-02,1.1592
2019-12-03,1.164
2019-12-04,1.1633
2019-12-05,1.1897
2019-12-06,1.2013
2019-12-09,1.1922
2019-12-10,1.1953
2019-12-11,1.1859
2019-12-12,1.1862
2019-12-13,1.2161
2019-12-16,1.2289
2019-12-17,1.2366
2019-12-18,1.2232
2019-12-19,1.2182
2019-12-20,1.2066
2019-12-23,1.1836
2019-12-24,1.1974
2019-12-25,1.2021
2019-12-26,1.2069
2019-12-27,1.1878
2019-12-30,1.1934
2019-12-31,1.2055
2020-01-02,1.2192
2020-01-03,1.2096
2020-01-06,1.2259
2020-01-07,1.253
2020-01-08,1.233
2020-01-09,1.2711
2020-01-10,1.2737
2020-01-13,1.2942
2020-01-14,1.2854
2020-01-15,1.2922
2020-01-16,1.2995
2020-01-17,1.3056
2020-01-20,1.3464
2020-01-21,1.3427
2020-01-22,1.3492
2020-01-23,1.3006
2020-02-03,1.2
2020-02-04,1.258
